Level,Unit_name,Unit_Description,Content_Type,Content_Name,Unit_Sub_Unit_name,Unit_Sub_Unit_url
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Make line plots,Line plots,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/v/introduction-to-line-plots
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Solve problems with line plots,Line plots,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/v/introduction-to-line-plots
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Time on a number line,Time,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/v/time-on-a-number-line
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Telling time (labeled clock),Time,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/v/time-on-a-number-line
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Telling time (unlabeled clock),Time,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/v/time-on-a-number-line
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Telling time on a number line,Time,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/v/time-on-a-number-line
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Tell time to hour or half hour,Time,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/v/time-on-a-number-line
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Telling time on a clock,Time,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/v/time-on-a-number-line
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Counting dollars,Money,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/v/counting-dollars
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,Counting American coins,Money,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/v/counting-dollars
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Video,U.S. coins review,Money,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/v/counting-dollars
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Identify the value of US coins and dollars,Money,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/v/counting-dollars
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Count money (U.S.),Money,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/v/counting-dollars
Early Math,Unit 7: Measurement and data,"Buckle up! We're zooming into the world of measurement and data. Get ready to learn how to measure in inches, feet, meters, and centimeters. We'll make different graphs to see how data can tell us all kinds of stories. Plus, we'll practice telling time on a number line and clock!",Lesson,Money word problems (U.S.),Money,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/v/counting-dollars
Early Math,Unit 8: Geometry,"Are you ready to jump into the world of geometry? You'll learn all about shapes—how to name them, identify them, and compare them to one another. From circles to rectangles, you'll be a shape master in no time!",Video,Cousin Fal's shape collection,Basic shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/v/sides-corners
Early Math,Unit 8: Geometry,"Are you ready to jump into the world of geometry? You'll learn all about shapes—how to name them, identify them, and compare them to one another. From circles to rectangles, you'll be a shape master in no time!",Video,Recognizing shapes,Basic shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/v/sides-corners
Early Math,Unit 8: Geometry,"Are you ready to jump into the world of geometry? You'll learn all about shapes—how to name them, identify them, and compare them to one another. From circles to rectangles, you'll be a shape master in no time!",Video,Relative position,Basic shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/v/sides-corners
Early Math,Unit 8: Geometry,"Are you ready to jump into the world of geometry? You'll learn all about shapes—how to name them, identify them, and compare them to one another. From circles to rectangles, you'll be a shape master in no time!",Lesson,Name shapes 1,Basic shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/v/sides-corners
Early Math,Unit 8: Geometry,"Are you ready to jump into the world of geometry? You'll learn all about shapes—how to name them, identify them, and compare them to one another. From circles to rectangles, you'll be a shape master in no time!",Lesson,Relative position,Basic shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/v/sides-corners
Early Math,Unit 8: Geometry,"Are you ready to jump into the world of geometry? You'll learn all about shapes—how to name them, identify them, and compare them to one another. From circles to rectangles, you'll be a shape master in no time!",Lesson,Name shapes 2,Basic shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/v/sides-corners
Early Math,Unit 8: Geometry,"Are you ready to jump into the world of geometry? You'll learn all about shapes—how to name them, identify them, and compare them to one another. From circles to rectangles, you'll be a shape master in no time!",Lesson,Name shapes 3,Basic shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/v/sides-corners
