Level,Unit_Name,Content_Type,Content_Name,Unit_Sub_Unit_Name,Unit_Description
Kindergarten,Unit 3: Measurement and geometry,Video,Composing shapes,Composing shapes,"Learn how to compare objects based on their size. Learn basic shapes, compare shapes, and use shapes to create new shapes."
Kindergarten,Unit 3: Measurement and geometry,Lesson,Compose shapes,Composing shapes,"Learn how to compare objects based on their size. Learn basic shapes, compare shapes, and use shapes to create new shapes."
First Grade,Unit 1: Place value,Video,Number grid,Numbers 0 to 120,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Video,Missing numbers between 0 and 120,Numbers 0 to 120,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Lesson,Numbers to 120,Numbers 0 to 120,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Video,Intro to place value,Ones and tens,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Video,Place value example: 25,Ones and tens,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Video,Place value example: 42,Ones and tens,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Lesson,Groups of ten objects,Ones and tens,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Lesson,Tens and ones,Ones and tens,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Lesson,2-digit place value challenge,Ones and tens,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Video,Greater than and less than symbols,Comparing 2-digit numbers,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Lesson,Compare 2-digit numbers,Comparing 2-digit numbers,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 1: Place value,Lesson,Compare 2-digit numbers 2,Comparing 2-digit numbers,We will learn about the ones and tens place values and compare 2-digit numbers.
First Grade,Unit 2: Addition and subtraction,Video,Relating addition and subtraction,Relate addition and subtraction,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Lesson,Relate addition and subtraction,Relate addition and subtraction,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Video,Adding 7 + 6,Addition within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Video,Adding 8 + 7,Addition within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Video,Adding 5 + 3 + 6,Addition within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Lesson,Add within 20,Addition within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Lesson,Add 3 numbers,Addition within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Video,Subtracting 14 - 6,Subtraction within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Lesson,Subtract within 20,Subtraction within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Video,Equal sign,Equal sign,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Lesson,Equal sign,Equal sign,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Lesson,Find missing number (add and subtract within 20),Missing number within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Video,Addition and subtraction word problems: superheroes,Word problems within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Video,Addition and subtraction word problems: gorillas,Word problems within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
First Grade,Unit 2: Addition and subtraction,Lesson,Addition and subtraction word problems 1,Word problems within 20,"First, we will learn how addition and subtraction relate. Next, we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems. Finally, we will begin adding 2-digit numbers."
